timestamp,temperature,humidity
2025-08-31T16:56:57,21.299999237060547,52.599998474121094
2025-08-31T17:02:00,21,50.099998474121094
2025-08-31T10:09:51,22.200000762939453,47.400001525878906
2025-08-31T17:10:06,21.100000381469727,52.20000076293945
2025-08-31T15:52:12,21.399999618530273,54.29999923706055
2025-08-31T19:17:34,24.200000762939453,57
2025-08-31T15:14:47,20.899999618530273,50.5
2025-08-31T15:40:04,20.899999618530273,52.5
2025-08-31T13:46:47,21.399999618530273,53.70000076293945
2025-08-31T18:45:12,23.700000762939453,55.099998474121094
2025-08-31T12:32:55,21.200000762939453,54
2025-08-31T10:36:33,22,52.099998474121094
2025-08-31T14:47:29,21.399999618530273,54.20000076293945
2025-08-31T19:09:28,24.100000381469727,56.5
2025-08-31T10:40:35,22.100000381469727,52.099998474121094
2025-08-31T11:27:08,21.600000381469727,50.400001525878906
2025-08-31T18:05:46,21.799999237060547,51.900001525878906
2025-08-31T19:11:30,24.200000762939453,56.599998474121094
2025-08-31T14:36:21,21.299999237060547,57.099998474121094
2025-08-31T14:39:23,21.700000762939453,59.20000076293945
2025-08-31T11:09:56,21.200000762939453,48.20000076293945
2025-08-31T15:56:15,21,50.79999923706055
2025-08-31T11:31:11,21.200000762939453,50.70000076293945
2025-08-31T16:53:55,21.799999237060547,56
2025-08-31T16:13:27,21.399999618530273,52.79999923706055
2025-08-31T18:44:11,23.600000381469727,55
2025-08-31T18:55:19,23.899999618530273,55.70000076293945
2025-08-31T16:07:23,21.600000381469727,56.900001525878906
2025-08-31T14:41:24,21.799999237060547,60.29999923706055
2025-08-31T12:26:50,21.399999618530273,52.29999923706055
2025-08-31T16:03:20,21.100000381469727,53
2025-08-31T10:31:29,21.600000381469727,45.599998474121094
2025-08-31T14:23:12,21.899999618530273,59.900001525878906
2025-08-31T13:14:24,21.5,56.29999923706055
2025-08-31T10:34:31,21.899999618530273,49.400001525878906
2025-08-31T18:49:15,23.700000762939453,55.29999923706055
2025-08-31T12:13:41,21.299999237060547,54.099998474121094
2025-08-31T13:45:46,21.399999618530273,53.70000076293945
2025-08-31T16:51:54,21.700000762939453,57
2025-08-31T14:33:19,20.899999618530273,53.70000076293945
2025-08-31T16:10:25,21.799999237060547,55.900001525878906
2025-08-31T16:46:50,21.200000762939453,52.79999923706055
2025-08-31T18:39:08,23.5,54.70000076293945
2025-08-31T15:03:40,21.799999237060547,59.099998474121094
2025-08-31T11:36:14,21.600000381469727,54.599998474121094
2025-08-31T17:30:21,21.200000762939453,49.79999923706055
2025-08-31T13:47:47,21.399999618530273,52.599998474121094
2025-08-31T13:40:43,21.899999618530273,59.900001525878906
2025-08-31T14:58:36,21.299999237060547,55.5
2025-08-31T14:27:14,21.600000381469727,55.5
2025-08-31T11:47:22,21.200000762939453,49.599998474121094
2025-08-31T16:45:50,21,51.70000076293945
2025-08-31T16:11:26,21.600000381469727,54.599998474121094
2025-08-31T16:20:32,20.899999618530273,48.79999923706055
2025-08-31T11:30:10,21.100000381469727,48.29999923706055
2025-08-31T15:24:54,21.600000381469727,57.70000076293945
2025-08-31T13:29:34,21.200000762939453,50.900001525878906
2025-08-31T12:34:56,21.600000381469727,56.400001525878906
2025-08-31T12:20:46,21.899999618530273,58.70000076293945
2025-08-31T18:19:55,22.899999618530273,53
2025-08-31T12:51:08,21.200000762939453,53
2025-08-31T18:43:11,23.600000381469727,54.900001525878906
2025-08-31T12:25:49,21.600000381469727,53.20000076293945
2025-08-31T15:32:59,21.299999237060547,53.099998474121094
2025-08-31T10:55:46,21.700000762939453,52.20000076293945
2025-08-31T18:33:04,23.399999618530273,54.20000076293945
2025-08-31T16:36:44,21.100000381469727,51.099998474121094
2025-08-31T13:53:51,21.299999237060547,55
2025-08-31T12:09:38,21,49.599998474121094
2025-08-31T15:15:48,20.799999237060547,49.79999923706055
2025-08-31T17:50:35,20.700000762939453,45.900001525878906
2025-08-31T13:12:22,21.299999237060547,54.5
2025-08-31T11:10:57,21,47.20000076293945
2025-08-31T12:46:04,21.5,53.29999923706055
2025-08-31T16:54:56,21.700000762939453,54.29999923706055
2025-08-31T11:44:20,21.5,51.79999923706055
2025-08-31T10:13:54,22.5,50.900001525878906
